LP,Address,Description,TLAND balance,TLAND staked,Advisors Vesting,Private Vesting,Subme Vesting,STT Vesting,TLAND SUM,LP SUM (balance + staked),TLAND TOTAL,,LP MULTIPLIER
225,terra10qvr009m49edjs0kfxejxrsvu3prpyp2dsq7wv,,0,0,0,0,0,0,0,0,0,,
226,terra10qwm80ccf0kqtzp4tu9queu3uprkx5m2pwfvfk,,0,0,0,0,0,82251879,82251879,0,82251879,,
227,terra10qzakya0mrf803u0235kj7kdsdfdjn4x8zx480,,0,0,0,0,0,0,0,0,0,,
228,terra10r0v49jatqrdequx7uh2vraej56t3p5n35997f,,0,0,0,0,0,0,0,0,0,,
229,terra10r22d9adenqstzr84dffxvhrgvvvy7slc8zymf,,0,0,0,0,0,0,0,0,0,,
230,terra10r8vyejzkg3wpztm3eztx3kpnf3nngwl3jsxyp,,290902264,0,0,0,0,0,290902264,11256390,338546538,,
231,terra10r9z4rwpqvkuegujwphezs3prrncpxdu3hvtgp,,50,0,0,0,0,0,50,0,50,,
232,terra10rchshcj6vj49jxh07tmzm7s6n09yf8ru09j08,,7775942,0,0,0,0,0,7775942,0,7775942,,
233,terra10rfgcml9zl8phtdlwnz94839nee9ss6kkj2l5j,,0,133956745,0,0,0,0,133956745,0,133956745,,
234,terra10rfmuh6y9t03edpn5mallkmjymvclkcqh5lwqz,,0,0,0,0,0,0,0,0,0,,
235,terra10rk0slze6fucqwegl2eak37efp4kr94v0v4sy4,,0,0,0,0,0,0,0,0,0,,
236,terra10rpxdg4y9sqwwqqtus3typ2pk8jk68589xkwv8,,155540000,524475183,0,1547993334,0,0,2228008517,0,2228008517,,
237,terra10rxzdqt9x57z4hqfv54yh3rrm9xegpd2vz6yd4,,0,0,0,0,0,0,0,0,0,,
238,terra10s2c3uyelljf3txn8nzyrrfz3rl8ucql6grtvv,,0,0,0,0,0,0,0,0,0,,
239,terra10s3tl7zvg0s4g9u6rx06a76hjgqx7mzjhxtf7d,,0,1077,0,0,0,1055,2132,0,2132,,
240,terra10s6lpx2fq246fv750k5enwaur3dl8t4wxp768d,,205590,0,0,0,0,0,205590,0,205590,,
241,terra10s9uupkk7eazd7cvk7t482esycj8cuxhrhh8x0,,0,0,0,0,0,0,0,0,0,,
242,terra10sjy27unmegvnqn2pdjkfa3wnn8s45lkeans7v,,157345754,0,0,0,0,337311800,494657554,0,494657554,,
243,terra10sm7w2szjdgw0saer9rv2xc8f7nqt79r5eghfs,,0,0,0,0,0,0,0,0,0,,
244,terra10sn42qstxutm4hu56dat5u2gdgu67g32w4gxrw,,0,0,0,0,0,0,0,337558475,1428764325,,
245,terra10sp9lnt5sc8xc5m30xl8ku8nkajvpc4e4gap6u,,0,0,0,0,0,0,0,0,0,,
246,terra10sq0zzvadwv5thmnfkmewlvwnmkvd5ermrdfx0,,0,0,0,0,0,0,0,0,0,,
247,terra10sqgzftnfu0jd93htm8adewr0v9xwet6u4vc8y,,0,0,0,0,0,0,0,0,0,,
248,terra10st0fptumtt3mkurjddp4qq4624gf3g44sghns,,0,0,0,0,0,0,0,0,0,,
249,terra10sulqx67huhrfdj4tez3h26sf6qa5va3svqw3m,,11634730,0,0,0,0,0,11634730,0,11634730,,
250,terra10sxlx5h0h3ufx60ruqf8t0exglxg463xpul95a,,0,248430,0,0,0,0,248430,0,248430,,
251,terra10t2zezug84nn0vvln3vdq6gsee8v8e7t4umpks,,68490,0,0,0,0,0,68490,610704,2653382,,
252,terra10t7dm64ylv5vnkrjz6rwp52uju2y36qstapf4a,,0,0,0,0,0,93948680,93948680,0,93948680,,
253,terra10tfs0p263nddn9g297re88ml0yjfk7465m65vv,,0,0,0,0,0,0,0,0,0,,
254,terra10tq32tdjammceu5nag0zrj4k0kvvsalhsgr9v9,,593569317,0,0,0,0,0,593569317,2900622230,12870866050,,
255,terra10trtglrqw8vnvrzx9x3ed88l7d9uq3a3wd3d0t,,10,0,0,0,0,0,10,0,10,,
256,terra10ts9muxs8epka9uh0fraldg8m7a3h08vpg6uvs,,439601370,0,0,0,0,0,439601370,0,439601370,,
257,terra10ttzxm734kl8wxa2cqk3xpdfyd3c3ytd6n5h36,,26269139,0,0,0,0,0,26269139,0,26269139,,
258,terra10tygyk7xvuavjxxwf42qrwdg58ha063xdm3qaw,,0,0,0,0,0,0,0,0,0,,
259,terra10u050pgy09zl5uzhp29t0cj96n6zuj2ajnf3hc,,27216385,0,0,0,0,0,27216385,0,27216385,,
260,terra10u0hnt94qcr39629vc274hdyvl2fwu4zr8gdnu,,872490,0,0,0,0,0,872490,859583,4510797,,
261,terra10ucwlwwqs25mgdxdgwj0sqcuuzceehxz88je8f,,0,0,0,0,0,3034,3034,0,3034,,
262,terra10ullzs8j9euaar9y02rc7gczzfjs0vxtvm9q47,,24460,0,0,0,0,628410,652870,0,652870,,
263,terra10umapn3m2h0qfh3v4u0p4ywyrrpz42hqm60dyz,,218697439,0,0,0,0,2612384,221309823,0,221309823,,
264,terra10umck2p0j6p9j4pdkg0ypfhgvsgdhaqarhcxul,,0,0,0,0,0,758328674,758328674,486920,760389632,,
265,terra10usceuwy600pch8r0dm2t75lyedvwss0fxc57l,,0,0,0,0,0,0,0,0,0,,
266,terra10utnlmqc6hl5ast6nhmky6k9eywkjcu4fnzgym,,0,0,0,0,0,0,0,0,0,,
267,terra10uywvunljz4ed4ft35ep5mcxvytc23rveq8j0g,,0,0,0,0,0,0,0,0,0,,
268,terra10v0y8g4rjcznwm43f9xm3sd5mzy4r9eacv0we9,,0,0,0,0,0,0,0,0,0,,
269,terra10v7ms40q24cr0udph5qyny6x5rfwdgjml369mp,,0,1039042209,0,0,0,0,1039042209,0,1039042209,,
270,terra10v7wvnmchc47gssp05zflal43qq4554ryj2hvm,,0,0,0,0,0,89091600,89091600,361355225,1618579059,,
271,terra10v8dsc3weatqsyc9k6ttqmwk200jk2hdvv5r7x,,28640,0,0,0,0,0,28640,0,28640,,
272,terra10vntfy2rp7eueq27xepzmmumqwxwdrxpz3jdm6,,30,0,0,0,0,1025,1055,0,1055,,
273,terra10vvyl3gjxzllwrfy0amv50xqm9s87nxr5kults,,0,69980,0,0,0,0,69980,0,69980,,
274,terra10vz9dd2j7y64pgqhcdw0qvkkve4gsrqhcjtf47,,2769859,0,0,0,0,0,2769859,0,2769859,,
275,terra10w26e3dpc66aj95h32aa2y6wdvrhvxwrgh67zx,,3848573554,0,0,0,0,0,3848573554,0,3848573554,,
276,terra10w3rmfdl95925rn7wvu7fzh5amygwv2s23z2f2,,0,0,0,0,0,"3410,000001",3410,0,3410,,
277,terra10w5eear08n47y40m8fdxlld07lqlguzqfgszzl,,206254099,142852127,0,0,0,0,349106226,314888352,1681916026,,
278,terra10w5tjkrnkdkfm9vjl48qt2ugjr9ksgnx72ctxq,,256239551,0,0,0,0,0,256239551,0,256239551,,
279,terra10w6f7r79xkwkjc82mucmeuw8ylly9dcsacesaa,,0,1239889844,0,0,0,0,1239889844,0,1239889844,,
280,terra10w82rpc3s87p5cxuta3gu708sdygducc5m9uk4,,0,0,0,0,0,0,0,0,0,,
281,terra10wc64yn37q5nra72cv68pdvzdzzl7s09uwnm2c,,4845274,0,0,0,0,0,4845274,0,4845274,,
282,terra10wl3cx9lhzm6s8pu7prnrxer3nme7m4v07cxk0,,0,415170,0,0,0,0,415170,0,415170,,
283,terra10x2acfx4u6t0fzr6ut36xt8u403u8wnatcm2av,,0,0,0,0,0,231487755,231487755,0,231487755,,
284,terra10x44rxw8kvdvrsckelmc8nk3mycuql22lwphlr,,0,0,0,0,0,165141572,165141572,0,165141572,,
285,terra10x53ytg2lwuee59d4mg3klmprcl40jg0h78a2c,,0,19062473081,0,21111280000,0,0,40173753081,0,40173753081,,
286,terra10xcu66mfc8spvdf6asufv2v8pzv9sh0seudwne,,1729165486,0,0,0,0,0,1729165486,0,1729165486,,
287,terra10xcux7ufydzdexl5mwuxpdvmewqyu3dzrdmatx,,349839630,0,0,0,0,0,349839630,0,349839630,,
288,terra10xd5ehq75zxn7r0mnc9y0dhm7jtva0pdfwrt5g,,0,0,0,0,0,0,0,0,0,,
289,terra10xkch0x3cndqp46rf5rn42elplen8qxp7pn5ln,,0,0,0,0,0,0,0,5328667,22554342,,
290,terra10xkx8u688q9lh5z0cmau7mundv2kuuc0wyhwh3,,1101570027,0,0,0,0,0,1101570027,1518177769,7527473673,,
291,terra10xmxyeez0rv4754d2lchxmwkwls8umt9cg45ct,,167542855,400000000,0,0,0,0,567542855,289447643,1792671231,,
292,terra10xr6ejkj8mx3gcxz7qywfjm4cnauqjwkyyd6dh,,0,0,0,0,0,0,0,0,0,,
293,terra10xrsk5k88355fwf2jkdydddgfnys4a05z8swc8,,0,3025,0,0,0,8085879630,8085882655,0,8085882655,,
294,terra10xv30uuq0n6yjeymnhxgal7tdce07r72sr854p,,0,0,0,0,0,0,0,0,0,,
295,terra10xx46ahg4av6dy65vncwpn7vsc6v2c6nswjauy,,0,0,0,0,0,3564610,3564610,0,3564610,,
296,terra10xypedme7catz2rq3t7dhmfutt0v37lghppazg,,0,364920,0,0,0,0,364920,0,364920,,
297,terra10xzk893afxxkvyzxg9vzsde4575yjrjfapph3r,,0,0,0,0,0,0,0,0,0,,
298,terra10yczfahyqphs6xvs7fw0nukz92jfw80tf7la8w,,0,0,0,0,0,2418558596,2418558596,0,2418558596,,
299,terra10yhe0gxaq97ccqmgteggfqr9cl3dgckjjg6n5y,,0,101310945,0,0,0,0,101310945,145195971,715873573,,
300,terra10yjjlvcdmmvzlul6m6nh3yxcyxg4s09t9a5d9a,,1672050677,0,0,0,0,0,1672050677,0,1672050677,,
301,terra10ymjsntxgf9kwj3gpymm9tgu6uznjy9pewhmgr,,218000039,0,0,0,0,0,218000039,0,218000039,,
302,terra10yshaaf3dtzj6ljqzpj7hrsvl8w5jc7xykukls,,0,0,0,0,638652000,0,638652000,0,638652000,,
303,terra10yvv5clm5fx8x9z6wlryfzsmscu3wqzm2lvqqr,,276000000,0,0,0,0,0,276000000,0,276000000,,
304,terra10z2x4m6xcum4tz6ld8v0jdt87mvkwvd9eegxxp,,60,0,0,0,0,0,60,0,60,,
305,terra10z4ee8un33q9lhal6z3drwh8reenx65mmuqpfg,,0,0,0,0,0,0,0,0,0,,
306,terra10zedsxumkuq77mxp95az3hq40hxt4wev08krtn,,87412365,0,0,0,0,0,87412365,0,87412365,,
307,terra10znqqvwk64nan2zcgg27emtlq6cvx087f4neqq,,0,0,0,0,0,0,0,0,0,,
308,terra10zur69jdy43hdmxtjvw9kalm3m5ytr5pxlhqc4,,0,0,0,0,0,0,0,0,0,,
309,terra1202n0xpf3hgqlayn7rmgvan8r6myfqqq93apag,,0,170741790,0,0,0,0,170741790,110401186,638030535,,
310,terra1202udn2kuh7emgld8m0fnjx9t22wtl8q0xday6,,0,0,0,0,0,0,0,0,0,,
311,terra1207707vtzf4dd3kf6akyqfm24cyjel0v82d0a9,,1341058350,0,0,0,0,339960,1341398310,0,1341398310,,
312,terra120pxv96fp6zt4yqa0n44arch7zfkjvshcjnx0p,,0,0,0,0,0,0,0,0,0,,
313,terra120sqew5qnundmth9ap9fpuj3x594cq7q5qkr6j,,3257972772,0,0,0,0,0,3257972772,0,3257972772,,
314,terra120sqzlx0e4zqkyr4fmey3dk7jaxzxjzh2ewzus,,0,0,0,0,0,0,0,"8340,000001",35300,,
315,terra120uzut3nnvsrh4zd5y4txxzfk4eve0fjmecp8l,,9768010166,1146000000,0,0,0,0,10914010166,131398930,11470174853,,
316,terra120x7m9rf3qvm96fmunupljuzfkcfews4rw6dv8,,4797536,0,0,0,0,0,4797536,0,4797536,,
317,terra120ydmhd5aun9tfwyzaasyyllf2r6cfwchluu4j,,0,2044805728,0,0,0,0,2044805728,7509,2044837511,,
318,terra12206jslgqdnt0hwawze09gcgkcr0pfaupzu04l,,0,539096501,0,0,0,4065,539100566,0,539100566,,
319,terra1223y48e27d09nxn2rusf79sxc7cmtggfkmu849,,0,0,0,0,0,248428187,248428187,0,248428187,,
320,terra1228e0j803cm8u0p4guxqzj2f8kl04k6p2f8rp5,,15460,0,0,0,0,0,15460,3140,28750,,
321,terra122ajpvt5hw940ne2us0l92r9weyj4dt987uc4x,,315623580,0,0,0,0,0,315623580,0,315623580,,
322,terra122anem73ayefrs8n2d965xzrvl0r2ykvvhy0lj,,0,0,0,0,0,0,0,0,0,,
323,terra122c38mq49kn7y9cs7jg0e9ruqpxsphw8x4mps0,,0,0,0,0,0,0,0,0,0,,
324,terra122mr2q92860v3tqdamrsgfz7r6w4azuwtg9rfp,,0,0,0,0,0,0,0,0,0,,
325,terra122rwx0u07ljdz7utsrmdpzu5xwmn66w9nsy2my,,544960,0,0,0,0,0,544960,0,544960,,
326,terra122xwufe4chms6rnyfm28nrvy8kzazwjtms0ytp,,0,0,0,0,0,3510,3510,0,3510,,
327,terra122ykdpj4pzr6u98uzj2aepl39z0kekv3azalx7,,0,0,0,0,0,0,0,14450,61162,,
328,terra1232pwsc4j5ktgvdkd2v2405vceqjylwsxlek6q,,0,0,0,0,0,1070675020,1070675020,0,1070675020,,
329,terra1237a8r7qs8ewqwwyycn59tdq9zz2r0s3rlr5r7,,0,0,0,0,0,0,0,0,0,,
330,terra1237lvw7275apgghwt5ktj2eyxnjmv52rxzktat,,0,0,0,0,0,13590,13590,0,13590,,
331,terra1237lyrdhg00xctffe6zxjjk6r4mjyscn62sscg,,0,192248800,0,0,0,48140,192296940,0,192296940,,
332,terra123jax8l2cll3q8tn2pjzznjtk07gnmj70nl5v9,,0,0,0,0,0,0,0,12240,51808,,
333,terra123vqqnj5puxgedkqgvxjnumuvp4y764hylf8a7,,3579480,0,0,0,0,0,3579480,0,3579480,,
334,terra12405lkumaj0a7w8c3mrn47209d8gy8ssfx7yvz,,0,0,0,0,0,0,0,1374194,5816472,,
335,terra1242xg3fwy368xlqt9ex7jxgle7ycdzj7gjze5f,,0,0,0,0,0,0,0,0,0,,
336,terra12440pud8fjlc99nh2rtsrvgpej4w0ncapxjucp,,15647595,1955983149,0,0,0,0,1971630744,0,1971630744,,
337,terra1249rex29qagcwss2vh4cyzc6ye5yxm9qjsh3km,,0,0,0,0,0,0,0,0,0,,
338,terra124j93a06ja89kx9lrt8mpfptnd50yahnmvl6vw,,0,0,0,0,3831912000,0,3831912000,0,3831912000,,
339,terra124kx27fy2vvepa2nqnfkqkhqesm9skhg0aqx52,,0,0,0,0,0,0,0,0,0,,
340,terra124l52g2fr3aej0yqtv8xc006s5n8ffhfv4093k,,0,4105,0,0,0,545286194,545290299,0,545290299,,
341,terra124np9m67qjn3wqev3ase3zcjpuh6kwzwst585t,,0,0,0,0,0,0,0,0,0,,
342,terra124wj0cvhkkuete5hhwj7k4zrmrkxnc7pzg045s,,142841340,0,0,0,0,0,142841340,113527442,623362408,,
343,terra124wu9vdfw85tqldqjyjgszaca3clc4enhvsk5l,,0,0,0,95555890000,0,0,95555890000,0,95555890000,,
344,terra124y8rdnugmzlg0n4nwah56630flptjxwelz5xx,,1332667000,0,0,0,0,0,1332667000,0,1332667000,,
345,terra1252u8yqheu83n4xcdtvt6vt34q68uh2us385de,,87590,0,0,0,0,0,87590,0,87590,,
346,terra1255etglnpu0ul3jpr4wx3uuakep0cqh97gaxxz,,0,19886988,0,0,0,0,19886988,0,19886988,,
347,terra1255jusf3eze56f8h3m0jqwj63al6t2xq75haxh,,0,0,0,0,0,0,0,0,0,,
348,terra1256yx7gwhs2dsnxrf4657upxs797hv2yl4jcm6,,0,0,0,0,0,0,0,0,0,,
349,terra1258hjl5j2syvj6juen7u3ljlcvjvqh0zkqx8j5,,0,935737469,0,0,0,425355224,1361092693,0,1361092693,,
350,terra125fele2uwz57arsk9hkcg4ckxew3s9gqn43pan,,0,0,0,0,0,0,0,0,0,,
351,terra125gugqu4zawm7z7m8xpryh460muswkyvtf8fkk,,0,475766797,0,0,0,0,475766797,0,475766797,,
352,terra125p6l8rcuncs2jwkyvapgpfcgnf0vmg80hnxgz,,0,0,0,0,0,0,0,0,0,,
353,terra125v6v8tc7u7julhlyy9l7qe4uau9rc5h99jrwa,,0,0,0,0,0,0,0,0,0,,
354,terra125ydx33wlgquhne5468plaqp4m2kk20na0l4qk,,0,0,0,0,0,0,0,0,0,,
355,terra12625pzu3t025zudav99uvcsw36765jz0efgm7m,,417023801,0,0,0,0,0,417023801,0,417023801,,
356,terra12668fgtdsqvvg2z74q92rn8z3hfcvmwvv0nnnu,,0,0,0,0,0,0,0,0,0,,
357,terra126gf26pdlk5gp8qu27l3crsjhngaaa4vrjtvc2,,0,1827938542,0,0,0,0,1827938542,0,1827938542,,
358,terra126nsny6lt7a3wt20g0k5ul6s9th24cmsngcr6l,,1190,0,0,0,0,0,1190,0,1190,,
359,terra126qqnt900wmr0j240ph9jfc7pvlwvknw3t6wlp,,4226257,0,0,0,0,0,4226257,0,4226257,,
360,terra126vw7stxqjxxzhv8n0kmrycwnqt2j8nppss5al,,0,0,0,0,0,340083662,340083662,0,340083662,,
361,terra126w8zraf5waghym4lv0sm3lcw0gejp42v0j4dx,,0,0,0,0,0,0,0,0,0,,
362,terra1273p5w6nqcyqgj7zyag4za8ctpvy6udprl9g5x,,60,0,0,0,0,0,60,0,60,,
363,terra1279yvc4cfucc4jup60h9js8uxhqca7rrzn8lk8,,0,1255963341,0,0,0,0,1255963341,0,1255963341,,
364,terra127f8y4t8sfhxlhmarkjh0zh5mglymkeynyeqn0,,0,0,0,0,0,0,0,0,0,,
365,terra127grl0sr2rcmterpwv8yazm8rf3guxdupzf3vg,,50405023,0,0,0,0,0,50405023,0,50405023,,
366,terra127rznmladpk6zqwjhre6cvr9gd4j33agqcx0zn,,0,0,0,0,0,0,0,0,0,,
367,terra127tsg00l0s8ul50v6n036w75xe8rx5ps2sfqyk,,2770,0,0,0,0,0,2770,0,2770,,
368,terra127yfdgj8ursvj9p7ljc9rfr8ty4y90d73hpleg,,0,0,0,0,0,310804206,310804206,0,310804206,,
369,terra127ywe3zquvp4hee4zw3c8urnqk7uj3pv4hw2qr,,2519794,0,0,0,0,0,2519794,0,2519794,,
370,terra127zyclke4d6x2uzj0j8pnrjxq65ry0qctv5hge,,0,5000000,0,0,0,1797465,6797465,0,6797465,,
371,terra12835vltytc3402g4szvgvu25scsl8qgh7d2594,,0,126536372,0,0,0,0,126536372,0,126536372,,
372,terra1283rejgpjwulxd0mldthy0wg9d9m5ytg49rc6n,,1928884983,0,0,0,0,0,1928884983,0,1928884983,,
373,terra1284fw0czpncpx48anmdrqg2w7t74td5r4unpmg,,0,0,0,0,0,0,0,0,0,,
374,terra1284uzgvuwlc0vdsc5j3cgw0qf45ykwc6l5kvw3,,0,0,0,0,0,0,0,26376980,111644325,,
375,terra128e88z05v5u2aaw370s40txqqvxhg9v6rn7zst,,0,0,0,0,0,341360,341360,0,341360,,
376,terra128ex9nhrywphyhfd8953ucnsa3jt0ev39yd7ug,,0,0,0,0,0,0,0,639649,2707405,,
377,terra128f9dqwge593q8fthfrspgrkwjxu6sluv6nu8w,,16496853,0,0,0,0,0,16496853,0,16496853,,
378,terra128hqhwk5kfc64ayw9uj327k632ejumx9e7ghpu,,0,0,0,0,0,54290,54290,0,54290,,
379,terra128k7lqtn7jyncmjv8v749hsftrtanvldgt2lm7,,0,0,0,0,0,0,0,0,0,,
380,terra128n23t5hqmzf6hedpapla9expqawgpa7d73326,,0,0,0,0,0,0,0,0,0,,
381,terra128nh8u5vnf3refhadgj5lsuyhrgfrygm432u2r,,0,0,0,0,0,0,0,2940,12444,,
382,terra128t7cyz4feg7uvgh5gsekuf8g6m3fs7r9cfk8w,,0,0,0,0,0,0,0,0,0,,
383,terra128vcs80cgtfdzez5858ga0wjnry0xpn68cd54q,,0,0,0,0,0,0,0,0,0,,
384,terra128wmwvylt80j336hltu2nunajs8d3gppqjmsrn,,0,5190,0,0,0,0,5190,0,5190,,
385,terra12947pcgsq0q0erg48wuan8fmpef5c6vs5jujmv,,25255741,0,0,0,0,0,25255741,0,25255741,,
386,terra129etxfnerdefcclwqw5kc02v8z0689hlt937ke,,2462687600,0,0,0,0,0,2462687600,581750,2465149940,,
387,terra129j8r9zk6cvxmvn0yyt8675mq2wgyyefvmuv5s,,354735773,0,0,0,0,0,354735773,0,354735773,,
388,terra129kdy7qdk5r4qgrenqdd6ftjjuvcc3hqsy0fgt,,882523550,98787972746,0,62222160000,0,2111527973,164004184269,13325815332,220407595698,,
389,terra129n27wyfppnz5saz9yt3n4stm0gzwljmlqq59x,,0,0,0,0,0,0,0,247219399,1046391318,,
390,terra129nas5sq2cpcj0try5eks7aj3jgctzytpg22sa,,0,0,0,0,0,2146300394,2146300394,0,2146300394,,
391,terra129x6rzk20kemq43m8jy7zr4l69plhvna3z8hgd,,0,0,0,0,0,0,0,0,0,,
392,terra12a2jujucanms0mjh67cjet9w9ayys2yfmhknsy,,0,0,0,0,0,0,0,0,0,,
393,terra12a3uc29xrmx6wshsrp0pwz78ufqlxutw4wlczh,,0,0,0,0,0,0,0,0,0,,
394,terra12a45fcn9wgzkqqgvnjqn35y4nlpdfxkpn06khu,,222200000,0,0,1999800000,0,0,2222000000,0,2222000000,,
395,terra12a4udz6rfzmfza0zk9m67vxsn9kvvujs6q9ag7,,0,0,0,0,0,0,0,0,0,,
396,terra12aa7kzn7tryjwl74zyy740dna8t3awxxeuplxh,,0,0,0,43005840000,0,0,43005840000,0,43005840000,,
397,terra12ac7gl6zs6k02qvr0le9mkdky89pmfzdm0qyzq,,0,0,0,0,0,0,0,0,0,,
398,terra12ad9klsfswp2pl6r0ccjjpy3yd2mlse5yeasa7,,0,0,0,0,0,0,0,1069,4525,,
399,terra12agmjfvadtyg0ak3ravwu24apyraglz36fqp2k,,0,2059,0,0,0,0,2059,0,2059,,
400,terra12ah4s382ggtmdm4axa094men54yn082fcsngwp,,0,0,0,0,0,0,0,1536228,6502304,,
401,terra12alwez4kul3xw8xlyr848las9dy2a3k3yst0ad,,0,14548090,0,0,0,0,14548090,0,14548090,,
402,terra12am6gnsz8th4xs4x7wsqg56htarjnh6m5xak56,,1535420,0,0,0,0,0,1535420,0,1535420,,
403,terra12caw5gycnl6302j6pddn4f2srhxy5jxa4lqjfg,,8456002,0,0,0,0,0,8456002,0,8456002,,
404,terra12ced8nca7ttk9w0ywxc7hta4m5hd2u78fes26u,,0,0,0,0,0,1053094510,1053094510,0,1053094510,,
405,terra12cg0cdwtte0h5vcc7qlsxa9lgphl0e50aay3z6,,21490,0,0,0,0,0,21490,745980,3178957,,
406,terra12cmzgyg88dewwfhvdg8w0kzx6098aughgwtve2,,10,0,0,0,0,0,10,0,10,,
407,terra12cx7a8yk0rj68646ylgfeh8raxvrm5tzdn0q2c,,1332667000,0,0,0,0,0,1332667000,0,1332667000,,
408,terra12cyght585rwnwa54z9v5r25h4d2zusmr5sl6l5,,0,0,0,0,0,0,0,0,0,,
409,terra12datqdnmnugpyjchysvac3ww9cdupn4q8que7h,,0,143857161,0,0,0,0,143857161,0,143857161,,
410,terra12dn8e53wprt7puqudn6g5xmwmdk56l7vnghrtv,,0,618471164,0,0,0,0,618471164,0,618471164,,
411,terra12dq5mwdxtnq83rh3t9aa4zrltm4fvsqker93jz,,77874738,0,0,0,0,0,77874738,12682893,131556889,,
412,terra12dw3dn34aqyum8wkr255dt79tgp2nd2wh3gv9t,,0,0,0,0,0,0,0,26326741,111431681,,
413,terra12dwmz4rlvzu8x9a6rw5z0lgp6k580julq0prva,,0,8992849006,0,0,0,0,8992849006,0,8992849006,,
414,terra12dyx95qjpqsv9290h6fsspuw9pv5e50skw9za6,,0,0,0,0,0,0,0,0,0,,
415,terra12e934pex7q9zv7k2jfupjl7dvjr4u4xjfhrr6e,,0,0,0,0,0,0,0,0,0,,
416,terra12e9hph5xjup5jzcl30hxpf9cfqkkrjfpsenu9p,,0,0,0,0,0,0,0,0,0,,
417,terra12eddhvujl96pfc9x5vfwcu8vrktakq3xpj2w23,,273948292,0,0,0,0,111670,274059962,0,274059962,,
418,terra12ejpecledfx0tewz03unme7t2d8qwe86l5vg8x,,4584932,0,0,0,0,0,4584932,0,4584932,,
419,terra12ekv4yaa94ldsyfkn4yaulk8mz7k0m2v04mzue,,80,0,0,0,0,0,80,1029,4435,,
420,terra12elqsyrpmf7x0xmsfsc0r38m98k6l8uhkf3msp,,0,0,0,0,0,1071004005,1071004005,0,1071004005,,
421,terra12emjt3z9u5wemx839vate2ddw4uwyryqh3af5c,,0,454785953,0,0,0,0,454785953,0,454785953,,
422,terra12eu4as0z09erkf98hj0m5p50dpkwrnqadm7ha8,,0,0,0,0,0,0,0,0,0,,
423,terra12eyaudfywdrd2jagff3r7fp5654yv7lux9v0cx,,1670102978,0,0,0,0,0,1670102978,0,1670102978,,
424,terra12f03ktuuenthkpe8554sf2j6d66gw330rrdmlm,,0,0,0,0,0,0,0,0,0,,
425,terra12f58zcj8akrq3t9pkqt2fa2eqmnj9s8vmzp7j6,,3932395,0,0,0,0,0,3932395,0,3932395,,
426,terra12f6d2mluqmlcgg4j9052cnn4xs4ss7wk82nj7c,,0,0,0,0,0,0,0,342190055,1448368147,,
427,terra12ffckqutl7ta0skt6ggx63h5fdmdcc34ee6wyd,,114000000,0,0,0,0,0,114000000,0,114000000,,
428,terra12fh4gw265ez3z8vf58x54ga0x9h3dq5pl4mcnf,,0,0,0,0,0,7204,7204,0,7204,,
429,terra12fn3yftg56teqrtwjfmp8sr40vknynsstheg6l,,76620,0,0,0,0,596432755,596509375,0,596509375,,
430,terra12fnyxzcfkyxwwe5rx05zf6fh6hs829l27weswk,,0,0,0,0,0,0,0,0,0,,
431,terra12ge6tcne06586se7ex439np5e7nmex7wvncf9y,,863028900,0,0,0,0,232474767,1095503667,0,1095503667,,
432,terra12gjzterw8fxnkvtyx46c4uh5xalt2876me6zje,,0,0,0,0,0,0,0,0,0,,
433,terra12gm43xklwj4v94zkq7p97je6ps567xynr642zd,,71210,0,0,0,0,0,71210,0,71210,,
434,terra12gn6c07puyfdm8c6p57ztqdy683sd2u7rj59ks,,10419061,0,0,0,0,0,10419061,0,10419061,,
435,terra12gsk0wu7vjfvdrxvhl0skd2u40shvvqltcqps2,,0,"1980,000001",0,0,0,0,1980,1017280576,4305786912,,
436,terra12gstuntpp4pv6vz2xs46cm5ql9yul32cta2v3v,,590,0,0,0,0,0,590,0,590,,
437,terra12gz7w48lf7mar89vpm8yqa5wastq78gx9pl5hf,,0,0,0,0,0,0,0,0,0,,
438,terra12hc4rze74qzwpx0vww9wmwt3ft9tv6dm00thaf,,142387586,3925217938,0,0,0,0,4067605524,0,4067605524,,
439,terra12hdw3zhlgvfjhwefwh6tfq2wu3vs66p62rf7ws,,6641300,18320,0,0,0,0,6659620,9947197,48762548,,
440,terra12hpgkwx678ezn5phnrjkdgexg758pxztwgfp0t,,0,0,0,0,0,0,0,0,0,,
441,terra12htpgyxq696uwm72eu5jq23qg7dcpupnxwk9zz,,0,0,0,0,0,0,0,0,0,,
442,terra12hynvmwrh32c2s8nec9jxz8dy0x2a2la8zhv0r,,0,0,0,0,0,0,0,1085,4592,,
443,terra12j25v2p2xugyn27g7relshdecunw4hmv0m77xf,,0,0,0,0,0,0,0,0,0,,
444,terra12j3wtau0fu88fvnarjwc9kvgel36cu66ku4vgz,,0,0,0,0,0,0,0,0,0,,
445,terra12j5f5t8793u58k5pe7rgjd6ccjpsrax0wy6s7g,,0,0,0,0,0,0,0,0,0,,
446,terra12jftcr493zdfhxamzxr5n2003t5lmcn5nnfjm4,,1774630,0,0,0,0,0,1774630,0,1774630,,
447,terra12jlm8er9t2quz89smktqkqsfhpkdtd7xejtznq,,0,2408,0,0,0,849668776,849671184,79759878,1187266228,,
